,nppes_provider_city,drug_name,total_claim
2452,PULASKI,PENTAZOCINE-NALOXONE HCL,13.0
2453,OOLTEWAH,HYDROCODONE-IBUPROFEN,13.0
2454,RIDGELY,TRAMADOL HCL,13.0
2455,OLIVER SPRINGS,OPANA ER,13.0
2456,OAKLAND,ACETAMINOPHEN-CODEINE,13.0
2457,CLARKSVILLE,KADIAN,13.0
2458,CLARKSVILLE,BUTALBITAL COMPOUND-CODEINE,13.0
2459,ROSSVILLE,OXYCODONE-ACETAMINOPHEN,13.0
2460,OAK RIDGE,BUTALBITAL COMPOUND-CODEINE,13.0
2461,OAK RIDGE,BUTALB-CAFF-ACETAMINOPH-CODEIN,13.0
2462,RUTLEDGE,ACETAMINOPHEN-CODEINE,13.0
2463,CHURCH HILL,TRAMADOL HCL-ACETAMINOPHEN,13.0
2464,NEWPORT,ENDOCET,13.0
2465,CHURCH HILL,METHADONE HCL,13.0
2466,DAYTON,NUCYNTA,13.0
2467,DAYTON,NUCYNTA ER,13.0
2468,DICKSON,PENTAZOCINE-NALOXONE HCL,13.0
2469,DICKSON,TRAMADOL HCL ER,13.0
2470,CHATTANOOGA,BUTALBITAL COMPOUND-CODEINE,13.0
2471,CHATTANOOGA,BUTALB-CAFF-ACETAMINOPH-CODEIN,13.0
2472,SEVIERVILLE,BUTRANS,13.0
2473,CHARLESTON,TRAMADOL HCL-ACETAMINOPHEN,13.0
2474,DYERSBURG,MEPERIDINE HCL,13.0
2475,SEVIERVILLE,PENTAZOCINE-NALOXONE HCL,13.0
2476,MT PLEASANT,ACETAMINOPHEN-CODEINE,13.0
2477,MOUTAIN HOME,TRAMADOL HCL,13.0
2478,MOUTAIN HOME,OXYCODONE-ACETAMINOPHEN,13.0
2479,MOUNTAIN HOME,TRAMADOL HCL,13.0
2480,MORRISTOWN,XTAMPZA ER,13.0
2481,SHELBYVILLE,OXYCODONE HCL ER,13.0
2482,MORRISTOWN,ULTRAM,13.0
2483,CARTHAGE,HYDROMORPHONE ER,13.0
2484,SMITHVILLE,HYDROMORPHONE HCL,13.0
2485,ESTILL SPRINGS,OXYCODONE-ACETAMINOPHEN,13.0
2486,SMYRNA,BUTORPHANOL TARTRATE,13.0
2487,FAIRVIEW,TRAMADOL HCL-ACETAMINOPHEN,13.0
2488,FARRAGUT,OXYCONTIN,13.0
2489,CAMDEN,HYDROMORPHONE ER,13.0
2490,MEMPHIS,XTAMPZA ER,13.0
2491,FRANKLIN,BUTALB-CAFF-ACETAMINOPH-CODEIN,13.0
2492,SOMERVILLE,BUTALB-CAFF-ACETAMINOPH-CODEIN,13.0
2493,SOMERVILLE,EXALGO,13.0
2494,BULLS GAP,BUTALBITAL COMPOUND-CODEINE,13.0
2495,SOMERVILLE,SUBSYS,13.0
2496,SOUTH PITTSBURG,FENTANYL,13.0
2497,SOUTH PITTSBURG,MORPHINE SULFATE ER,13.0
2498,GAINESBORO,ACETAMINOPHEN-CODEINE,13.0
2499,GAINESBORO,PERCOCET,13.0
2500,GALLATIN,BUTALB-CAFF-ACETAMINOPH-CODEIN,13.0
2501,MC KENZIE,TRAMADOL HCL-ACETAMINOPHEN,13.0
2502,SPRING CITY,HYDROMORPHONE ER,13.0
2503,ADAMSVILLE,FENTANYL,13.0
2504,GERMANTOWN,HYSINGLA ER,13.0
2505,SPRING HILL,HYDROMORPHONE HCL,13.0
2506,BRENTWOOD,EXALGO,13.0
2507,GERMANTOWN,TRAMADOL HCL ER,13.0
2508,BRENTWOOD,EMBEDA,13.0
2509,BRENTWOOD,BUTRANS,13.0
2510,GLEASON,BUTRANS,13.0
2511,BON AQUA,FENTANYL,13.0
2512,GOODLETTSVILLE,OXYMORPHONE HCL,13.0
2513,SWEETWATER,MEPERIDINE HCL,13.0
2514,MADISONVILLE,MORPHINE SULFATE,13.0
2515,MADISON,ACETAMINOPHEN-CODEINE,13.0
2516,LYLES,OXYCODONE-ACETAMINOPHEN,13.0
2517,GREENEVILLE,METHADONE HCL,13.0
2518,GREENEVILLE,PENTAZOCINE-NALOXONE HCL,13.0
2519,BEAN STATION,BUTORPHANOL TARTRATE,13.0
2520,BARTLETT,ZOHYDRO ER,13.0
2521,GREENFIELD,HYDROCODONE-IBUPROFEN,13.0
2522,TULLAHOMA,BUTALBITAL COMPOUND-CODEINE,13.0
2523,GREENVILLE,HYDROCODONE-ACETAMINOPHEN,13.0
2524,LINDEN,FENTANYL,13.0
2525,LEWISBURG,BUTALBITAL COMPOUND-CODEINE,13.0
2526,ATOKA,OXYCODONE HCL ER,13.0
2527,ATOKA,NUCYNTA ER,13.0
2528,UNION CITY,PENTAZOCINE-NALOXONE HCL,13.0
2529,HENDERSON,OXYCODONE HCL ER,13.0
2530,HENDERSON,ZOHYDRO ER,13.0
2531,HENDERSONVILLE,NORCO,13.0
2532,WARTBURG,OXYMORPHONE HCL ER,13.0
2533,HERMITAGE,HYDROCODONE-IBUPROFEN,13.0
2534,LAKE CITY,FENTANYL,13.0
2535,WAVERLY,BUTRANS,13.0
2536,HIXSON,ASCOMP WITH CODEINE,13.0
2537,WAVERLY,TRAMADOL HCL ER,13.0
2538,HIXSON,MEPERIDINE HCL,13.0
2539,LA FOLLETTE,FENTANYL,13.0
2540,HIXSON,OPANA ER,13.0
2541,HUNTINGDON,MORPHINE SULFATE,13.0
2542,ALEXANDRIA,HYDROCODONE-ACETAMINOPHEN,13.0
2543,DAYTON,TRAMADOL HCL ER,12.0
2544,DAYTON,OXYMORPHONE HCL ER,12.0
2545,PARIS,TRAMADOL HCL ER,12.0
2546,MARYVILLE,OXYCODONE HCL ER,12.0
2547,COOKEVILLE,BELBUCA,12.0
2548,SEWANEE,OXYCONTIN,12.0
2549,DANDRIDGE,OPANA ER,12.0
2550,UNION CITY,ENDOCET,12.0
2551,GRAY,BUTRANS,12.0
2552,MADISONVILLE,ROXICODONE,12.0
2553,RUTLEDGE,OXYCONTIN,12.0
2554,UNION CITY,KADIAN,12.0
2555,GERMANTOWN,NUCYNTA,12.0
2556,NEWPORT,BUTALBITAL COMPOUND-CODEINE,12.0
2557,ATOKA,ACETAMINOPHEN-CODEINE,12.0
2558,RUTLEDGE,MORPHINE SULFATE ER,12.0
2559,MCMINNVILLE,ACETAMINOPHEN-CODEINE,12.0
2560,ATHENS,PENTAZOCINE-NALOXONE HCL,12.0
2561,NEWPORT,HYDROCODONE-IBUPROFEN,12.0
2562,HENDERSON,HYDROMORPHONE ER,12.0
2563,ATHENS,OXYMORPHONE HCL,12.0
2564,SEWANEE,ACETAMINOPHEN-CODEINE,12.0
2565,MORRISTOWN,HYDROMORPHONE HCL,12.0
2566,CHURCH HILL,OXYMORPHONE HCL ER,12.0
2567,LEBANON,NUCYNTA,12.0
2568,SEVIERVILLE,OPANA ER,12.0
2569,LEBANON,NORCO,12.0
2570,ADAMSVILLE,HYDROMORPHONE HCL,12.0
2571,ATHENS,ENDOCET,12.0
2572,GRAY,OPANA ER,12.0
2573,CROSSVILLE,NUCYNTA ER,12.0
2574,LEBANON,HYDROMORPHONE ER,12.0
2575,GRAY,OXYMORPHONE HCL ER,12.0
2576,SPRING HILL,TRAMADOL HCL-ACETAMINOPHEN,12.0
2577,MADISONVILLE,HYDROCODONE-IBUPROFEN,12.0
2578,LEBANON,CODEINE SULFATE,12.0
2579,GALLATIN,NUCYNTA,12.0
2580,MT PLEASANT,TRAMADOL HCL-ACETAMINOPHEN,12.0
2581,MORRISTOWN,METHADONE HCL,12.0
2582,MORRISTOWN,OXYMORPHONE HCL,12.0
2583,LAWRENCEBURG,OXYCODONE HCL-ASPIRIN,12.0
2584,TAZEWELL,HYDROCODONE-IBUPROFEN,12.0
2585,ELIZABETHTON,BUTORPHANOL TARTRATE,12.0
2586,ASHLAND CITY,HYDROMORPHONE HCL,12.0
2587,OAK RIDGE,BUTORPHANOL TARTRATE,12.0
2588,KINGSTON,EMBEDA,12.0
2589,ADAMSVILLE,NORCO,12.0
2590,DRESDEN,ENDOCET,12.0
2591,OAK RIDGE,BUTRANS,12.0
2592,GERMANTOWN,ACETAMIN-CAFF-DIHYDROCODEINE,12.0
2593,SELMER,HYDROCODONE-IBUPROFEN,12.0
2594,WARTRACE,HYSINGLA ER,12.0
2595,PIGEON FORGE,FENTANYL,12.0
2596,MOUNTAIN CITY,BUTORPHANOL TARTRATE,12.0
2597,MADISON,BUTORPHANOL TARTRATE,12.0
2598,TAZEWELL,TYLENOL-CODEINE NO.4,12.0
2599,MAYNARDVILLE,TRAMADOL HCL-ACETAMINOPHEN,12.0
2600,TIPTONVILLE,FENTANYL,12.0
2601,SELMER,EMBEDA,12.0
2602,CROSSVILLE,BUTALB-CAFF-ACETAMINOPH-CODEIN,12.0
2603,CROSSVILLE,BUPRENORPHINE,12.0
2604,COLLIERVILLE,OPANA ER,12.0
2605,CLARKSVILLE,BUTALB-ACETAMINOPH-CAFF-CODEIN,12.0
2606,HIXSON,BUTORPHANOL TARTRATE,12.0
2607,LA FOLLETTE,TRAMADOL HCL ER,12.0
2608,WAVERLY,OXYCONTIN,12.0
2609,OAK RIDGE,OXYMORPHONE HCL ER,12.0
2610,RED BOILING SPRINGS,ACETAMINOPHEN-CODEINE,12.0
2611,COLUMBIA,PENTAZOCINE-NALOXONE HCL,12.0
2612,APISON,OXYMORPHONE HCL ER,12.0
2613,OAK RIDGE,ULTRAM,12.0
2614,ALCOA,METHADONE HCL,12.0
2615,HIXSON,NUCYNTA ER,12.0
2616,WAYNESBORO,NUCYNTA ER,12.0
2617,RAMER,TYLENOL-CODEINE NO.4,12.0
2618,PORTLAND,TRAMADOL HCL ER,12.0
2619,GERMANTOWN,DURAGESIC,12.0
2620,ERIN,OXYCONTIN,12.0
2621,OAKFIELD,MORPHINE SULFATE,12.0
2622,COVINGTON,BUTRANS,12.0
2623,ANTIOCH,TRAMADOL HCL ER,12.0
2624,HUMBOLDT,MORPHINE SULFATE,12.0
2625,KNOXVILLE,ULTRACET,12.0
2626,CORDOVA,XTAMPZA ER,12.0
2627,TRACY CITY,HYDROMORPHONE ER,12.0
2628,MURFREESBORO,SUBSYS,12.0
2629,RIPLEY,OXYCONTIN,12.0
2630,COLUMBIA,ENDOCET,12.0
2631,KNOXVILLE,NORCO,12.0
2632,OOLTEWAH,PERCOCET,12.0
2633,FAYETTEVILLE,HYDROMORPHONE HCL,12.0
2634,MIDDLETON,HYDROCODONE-IBUPROFEN,12.0
2635,GERMANTOWN,HYDROCODONE-IBUPROFEN,12.0
2636,MILAN,OXYCODONE HCL,12.0
2637,JOHNSON CITY,BUTALB-ACETAMINOPH-CAFF-CODEIN,12.0
2638,COLUMBIA,HYDROCODONE-IBUPROFEN,12.0
2639,KINGSPORT,HYDROCODONE-IBUPROFEN,12.0
2640,CELINA,TRAMADOL HCL ER,12.0
2641,SAVANNAH,TRAMADOL HCL ER,12.0
2642,JACKSON,BUTALB-CAFF-ACETAMINOPH-CODEIN,12.0
2643,FRANKLIN,DILAUDID,12.0
2644,NASHVILLE,ASCOMP WITH CODEINE,12.0
2645,KINGSPORT,NORCO,12.0
2646,ALCOA,EMBEDA,12.0
2647,BROWNSVILLE,METHADONE HCL,12.0
2648,NASHVILLE,BUPRENORPHINE,12.0
2649,LORETTO,MORPHINE SULFATE,12.0
2650,EAST RIDGE,ACETAMINOPHEN-CODEINE,12.0
2651,NASHVILLE,CODEINE SULFATE,12.0
2652,FRANKLIN,MEPERIDINE HCL,12.0
2653,SOMERVILLE,METHADONE HCL,12.0
2654,BULLS GAP,OXYMORPHONE HCL ER,12.0
2655,BAXTER,ENDOCET,12.0
2656,ETOWAH,ULTRAM,12.0
2657,ONEIDA,BUTRANS,12.0
2658,MONTEREY,ENDOCET,12.0
2659,FRANKLIN,ZOHYDRO ER,12.0
2660,SPRING HILL,MEPERIDINE HCL,12.0
2661,STANTON,ACETAMINOPHEN-CODEINE,12.0
2662,ETOWAH,TRAMADOL HCL-ACETAMINOPHEN,12.0
2663,CAMDEN,PERCOCET,12.0
2664,MEMPHIS,CODEINE SULFATE,12.0
2665,BUCHANAN,OXYCODONE HCL,12.0
2666,KINGSPORT,BUTALB-CAFF-ACETAMINOPH-CODEIN,12.0
2667,SMITHVILLE,TRAMADOL HCL ER,12.0
2668,SOUTH PITTSBURG,ENDOCET,12.0
2669,BRISTOL,BUTORPHANOL TARTRATE,12.0
2670,ETOWAH,BUTALBITAL COMPOUND-CODEINE,12.0
2671,SAVANNAH,MORPHINE SULFATE,12.0
2672,COOKEVILLE,ZOHYDRO ER,12.0
2673,CARTHAGE,BUTALB-CAFF-ACETAMINOPH-CODEIN,12.0
2674,GREENFIELD,OXYCONTIN,12.0
2675,MORRISTOWN,CODEINE SULFATE,12.0
2676,BROWNSVILLE,TRAMADOL HCL ER,12.0
2677,JEFFERSON CITY,TRAMADOL HCL-ACETAMINOPHEN,12.0
2678,SPARTA,BUTRANS,12.0
2679,SIGNAL MOUNTAIN,ENDOCET,12.0
2680,MORRISTOWN,TRAMADOL HCL ER,12.0
2681,ESTILL SPRINGS,FENTANYL,12.0
2682,BARTLETT,OPANA ER,12.0
2683,GOODLETTSVILLE,OXYMORPHONE HCL ER,12.0
2684,SPARTA,NUCYNTA ER,12.0
2685,CHATTANOOGA,XTAMPZA ER,12.0
2686,DECHERD,ACETAMINOPHEN-CODEINE,12.0
2687,ALAMO,MORPHINE SULFATE,12.0
2688,BARTLETT,KADIAN,12.0
2689,CARTHAGE,OXYCODONE HCL ER,12.0
2690,CHURCH HILL,ENDOCET,12.0
2691,HARRIMAN,ENDOCET,12.0
2692,LEXINGTON,ULTRAM,12.0
2693,ADAMSVILLE,HYDROCODONE-IBUPROFEN,12.0
2694,LEXINGTON,NUCYNTA ER,12.0
2695,MANCHESTER,KADIAN,12.0
2696,ADAMSVILLE,EMBEDA,12.0
2697,BOLIVAR,MORPHINE SULFATE,12.0
2698,PULASKI,HYDROMORPHONE HCL,12.0
2699,SALE CREEK,MEPERIDINE HCL,12.0
2700,TULLAHOMA,TRAMADOL HCL ER,12.0
2701,SOMERVILLE,BUTRANS,11.0
2702,SMITHVILLE,ENDOCET,11.0
2703,GALLATIN,DILAUDID,11.0
2704,MC MINNVILLE,BUTRANS,11.0
2705,GALLATIN,PENTAZOCINE-NALOXONE HCL,11.0
2706,MC KENZIE,TRAMADOL HCL ER,11.0
2707,JASPER,ACETAMINOPHEN-CODEINE,11.0
2708,MC KENZIE,OXYMORPHONE HCL ER,11.0
2709,MC KENZIE,OPANA ER,11.0
2710,GERMANTOWN,BUTORPHANOL TARTRATE,11.0
2711,JASPER,HYDROMORPHONE ER,11.0
2712,BRISTOL,BUPRENORPHINE,11.0
2713,BRISTOL,BELBUCA,11.0
2714,BRIGHTON,MORPHINE SULFATE ER,11.0
2715,SIGNAL MOUNTAIN,MORPHINE SULFATE ER,11.0
2716,MC EWEN,BUTORPHANOL TARTRATE,11.0
2717,CORDOVA,OXYCODONE HCL ER,11.0
2718,SIGNAL MOUNTAIN,FENTANYL,11.0
2719,MAYNARDVILLE,MORPHINE SULFATE,11.0
2720,SPRING HILL,MORPHINE SULFATE,11.0
2721,MARYVILLE,TRAMADOL HCL ER,11.0
2722,BRENTWOOD,OXYMORPHONE HCL,11.0
2723,GERMANTOWN,NUCYNTA ER,11.0
2724,WOODBURY,HYDROMORPHONE HCL,11.0
2725,MOUNT JULIET,BUTRANS,11.0
2726,SPRINGFIELD,BUTORPHANOL TARTRATE,11.0
2727,ELIZABETHTON,HYDROCODONE-IBUPROFEN,11.0
2728,ONEIDA,HYDROMORPHONE HCL,11.0
2729,MOUNT PLEASANT,MORPHINE SULFATE ER,11.0
2730,JEFFERSON CITY,BUTRANS,11.0
2731,SEYMOUR,OXYMORPHONE HCL ER,11.0
2732,JEFFERSON CITY,METHADONE HCL,11.0
2733,SEYMOUR,OXYCODONE HCL-ASPIRIN,11.0
2734,MARTIN,PERCOCET,11.0
2735,BON AQUA,ACETAMINOPHEN-CODEINE,11.0
2736,GLEASON,TRAMADOL HCL ER,11.0
2737,MARTIN,BUTORPHANOL TARTRATE,11.0
2738,GOODLETTSVILLE,OPANA ER,11.0
2739,SWEETWATER,ENDOCET,11.0
2740,MANCHESTER,OXYCODONE HCL ER,11.0
2741,OOLTEWAH,METHADONE HCL,11.0
2742,BOLIVAR,NUCYNTA ER,11.0
2743,GRAY,BUTORPHANOL TARTRATE,11.0
2744,CENTERVILLE,MORPHINE SULFATE,11.0
2745,CENTERVILLE,TRAMADOL HCL ER,11.0
2746,MT PLEASANT,OXYCONTIN,11.0
2747,KINGSPORT,BUTRANS,11.0
2748,TAZEWELL,BUTRANS,11.0
2749,SEVIERVILLE,ENDOCET,11.0
2750,DUNLAP,OXYCODONE HCL,11.0
2751,SELMER,OXYMORPHONE HCL ER,11.0
2752,GREENBRIER,METHADONE HCL,11.0
2753,MADISON,HYDROCODONE-IBUPROFEN,11.0
2754,SELMER,ENDOCET,11.0
2755,OOLTEWAH,OPANA ER,11.0
2756,JOHNSON CITY,BUPRENORPHINE,11.0
2757,GREENEVILLE,ENDOCET,11.0
2758,SELMER,BUTRANS,11.0
2759,GREENEVILLE,HYDROCODONE-IBUPROFEN,11.0
2760,BELLS,FENTANYL,11.0
2761,DICKSON,NUCYNTA,11.0
2762,LOUDON,METHADONE HCL,11.0
2763,LOUDON,KADIAN,11.0
2764,CORDOVA,DURAGESIC,11.0
2765,CHATTANOOGA,OXYCODONE HCL-ASPIRIN,11.0
2766,SAVANNAH,NORCO,11.0
2767,CHATTANOOGA,OXYMORPHONE HCL,11.0
2768,LIVINGSTON,VICODIN HP,11.0
2769,PARIS,MEPERIDINE HCL,11.0
2770,COOKEVILLE,TRAMADOL HCL ER,11.0
2771,NASHVILLE,HYDROMORPHONE ER,11.0
2772,LINDEN,OXYMORPHONE HCL ER,11.0
2773,NASHVILLE,KADIAN,11.0
2774,DECATUR,OXYCONTIN,11.0
2775,BARTLETT,HYDROMORPHONE ER,11.0
2776,JOHNSON CITY,CODEINE SULFATE,11.0
2777,DECATUR,OXYCODONE HCL,11.0
2778,TULLAHOMA,PENTAZOCINE-NALOXONE HCL,11.0
2779,NEW JOHNSONVILLE,OXYCONTIN,11.0
2780,DAYTON,BUTORPHANOL TARTRATE,11.0
2781,ATOKA,EMBEDA,11.0
2782,CHURCH HILL,MORPHINE SULFATE,11.0
2783,UNION CITY,METHADONE HCL,11.0
2784,ATHENS,TRAMADOL HCL-ACETAMINOPHEN,11.0
2785,JOHNSON CITY,HYDROMORPHONE ER,11.0
2786,WINFIELD,HYDROCODONE-IBUPROFEN,11.0
2787,CROSSVILLE,OXYCODONE HCL-ASPIRIN,11.0
2788,UNIONVILLE,OXYCONTIN,11.0
2789,KIMBALL,FENTANYL,11.0
2790,HENDERSONVILLE,BUTORPHANOL TARTRATE,11.0
2791,CROSSVILLE,NUCYNTA,11.0
2792,ATHENS,BUTALB-CAFF-ACETAMINOPH-CODEIN,11.0
2793,WARTBURG,ACETAMINOPHEN-CODEINE,11.0
2794,KIMBALL,ACETAMINOPHEN-CODEINE,11.0
2795,ASHLAND CITY,TRAMADOL HCL ER,11.0
2796,LAVERGNE,ACETAMINOPHEN-CODEINE,11.0
2797,RUTHERFORD,HYDROCODONE-IBUPROFEN,11.0
2798,LAKELAND,OXYCONTIN,11.0
2799,COLUMBIA,ZOHYDRO ER,11.0
2800,WARTRACE,BUTRANS,11.0
2801,HERMITAGE,HYSINGLA ER,11.0
2802,HERMITAGE,MEPERIDINE HCL,11.0
2803,LAFOLLETTE,OXYCODONE HCL,11.0
2804,ARLINGTON,ACETAMINOPHEN-CODEINE,11.0
2805,OAK RIDGE,HYDROCODONE-IBUPROFEN,11.0
2806,WATERTOWN,ACETAMINOPHEN-CODEINE,11.0
2807,COLUMBIA,TRAMADOL HCL ER,11.0
2808,COLLEGE DALE,OXYCONTIN,11.0
2809,WAYNESBORO,HYDROCODONE-IBUPROFEN,11.0
2810,CROSS PLAINS,HYDROMORPHONE HCL,11.0
2811,WAYNESBORO,OXYCODONE HCL ER,11.0
2812,COLUMBIA,OXYMORPHONE HCL,11.0
2813,ANTIOCH,HYDROMORPHONE HCL,11.0
2814,HUMBOLDT,OXYCONTIN,11.0
2815,MILAN,MORPHINE SULFATE,11.0
2816,MIDDLETON,ACETAMINOPHEN-CODEINE,11.0
2817,HUNTSVILLE,FENTANYL,11.0
2818,SODDY DAISY,HYDROMORPHONE HCL,11.0
2819,MEMPHIS,ULTRAM,11.0
2820,MILAN,TRAMADOL HCL-ACETAMINOPHEN,11.0
2821,FRANKLIN,ACETAMIN-CAFF-DIHYDROCODEINE,11.0
2822,MEMPHIS,NORCO,11.0
2823,BYRDSTOWN,NORCO,11.0
2824,KNOXVILLE,BUTRANS,11.0
2825,KNOXVILLE,ACETAMIN-CAFF-DIHYDROCODEINE,11.0
2826,MILAN,TRAMADOL HCL ER,11.0
2827,BURNS,TRAMADOL HCL,11.0
2828,FRANKLIN,EMBEDA,11.0
2829,MILLINGTON,TRAMADOL HCL ER,11.0
2830,RIPLEY,MORPHINE SULFATE ER,11.0
2831,MEMPHIS,DURAGESIC,11.0
2832,ETOWAH,OXYMORPHONE HCL ER,11.0
2833,ONEIDA,ENDOCET,11.0
2834,SMITHVILLE,OXYCONTIN,11.0
2835,JACKSON,ULTRAM,11.0
2836,CARTHAGE,ENDOCET,11.0
2837,ALLARDT,OXYCODONE-ACETAMINOPHEN,11.0
2838,MCMINNVILLE,TRAMADOL HCL ER,11.0
2839,JONESBOROUGH,FENTANYL,11.0
2840,MCMINNVILLE,TRAMADOL HCL-ACETAMINOPHEN,11.0
2841,CORDOVA,OXYMORPHONE HCL,11.0
2842,BROWNSVILLE,MORPHINE SULFATE ER,11.0
